Disease,Symptoms
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, joint, pain, swell, neck, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, joint, movement, stiff, pain, weakness, swell, muscle, neck, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, movement, loss, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, joint, skin, pain, nail, sym15"
Impetigo,"high_fever, skin_rash, skin, yellow, fever, nose, red, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, skin, itch, patch"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, pain, stomach"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, skin, itch, pain, yellow, eye, appetite, loss"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, skin, spot, itch, pain, stomach"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, pain, appetite, loss, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, throat, fever, patch, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, sputum, history, fever"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, pain, loss"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, stiff, neck"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, pain, weakness, loss, neck"
Paralysis (brain hemorrhage),"headache, vomiting, weakness, body, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, skin, itch, pain, yellow, urine, fever, weight, loss"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, pain, fever, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, skin, spot, itch, fever, body, appetite, red, loss, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, joint, skin, spot, pain, fever, eye, body, appetite, red, loss, muscle"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, pain, fever, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, loss, muscle"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, receive, skin, itch, pain, yellow, urine, eye, appetite, loss, blood, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, skin, yellow, history, eye, appetite, loss"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, eye, appetite, loss"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, joint, skin, pain, yellow, urine, fever, eye, appetite, stomach, loss, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, skin, pain, yellow, history, stomach, swell, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, sputum, pain, yellow, fever, eye, appetite, weight, loss, swell, blood"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, throat, irritation, pain, continuous, fever, eye, nose, red, loss, swell, muscle, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, sputum, pain, fever"
Dimorphic hemmorhoids(piles),"constipation, movement, irritation, pain, blood, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, swollen, blood, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, eye, swollen, weight, nail, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weakness, weight, loss, muscle, sym11"
