Disease,Symptoms
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, yellow, appetite, blood, weight, loss, eye, fever, swell, pain, sputum"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, red, continuous, irritation, throat, loss, eye, fever, swell, pain, muscle, nose, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, fever, pain, sputum"
Dimorphic hemmorhoids(piles),"constipation, irritation, blood, movement, pain, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, blood, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, weight, eye, nail, swollen, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weight, loss, weakness, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, neck, swell, pain, joint, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, neck, swell, weakness, pain, muscle, stiff, joint, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, movement, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, nail, skin, pain, joint, sym15"
Impetigo,"high_fever, skin_rash, red, yellow, skin, fever, nose, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, patch, itch, skin"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, stomach, pain"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, itch, appetite, loss, eye, skin, pain"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, stomach, spot, itch, skin, pain"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, appetite, loss, pain, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, patch, throat, fever, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, history, fever, sputum"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, loss, pain"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, neck, stiff"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, loss, neck, weakness, pain"
Paralysis (brain hemorrhage),"headache, vomiting, body, weakness, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, yellow, itch, urine, weight, loss, skin, fever, pain"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, fever, pain, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, red, spot, itch, appetite, loss, body, skin, fever, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, red, spot, appetite, loss, eye, body, skin, fever, pain, muscle, joint"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, fever, pain, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, yellow, appetite, blood, weight, loss, eye, fever, swell, pain, sputum"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, red, continuous, irritation, throat, loss, eye, fever, swell, pain, muscle, nose, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, fever, pain, sputum"
Dimorphic hemmorhoids(piles),"constipation, irritation, blood, movement, pain, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, blood, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, weight, eye, nail, swollen, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weight, loss, weakness, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, neck, swell, pain, joint, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, neck, swell, weakness, pain, muscle, stiff, joint, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, movement, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, nail, skin, pain, joint, sym15"
Impetigo,"high_fever, skin_rash, red, yellow, skin, fever, nose, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, patch, itch, skin"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, stomach, pain"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, itch, appetite, loss, eye, skin, pain"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, stomach, spot, itch, skin, pain"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, appetite, loss, pain, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, patch, throat, fever, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, history, fever, sputum"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, loss, pain"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, neck, stiff"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, loss, neck, weakness, pain"
Paralysis (brain hemorrhage),"headache, vomiting, body, weakness, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, yellow, itch, urine, weight, loss, skin, fever, pain"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, fever, pain, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, red, spot, itch, appetite, loss, body, skin, fever, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, red, spot, appetite, loss, eye, body, skin, fever, pain, muscle, joint"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, fever, pain, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, yellow, appetite, blood, weight, loss, eye, fever, swell, pain, sputum"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, red, continuous, irritation, throat, loss, eye, fever, swell, pain, muscle, nose, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, fever, pain, sputum"
Dimorphic hemmorhoids(piles),"constipation, irritation, blood, movement, pain, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, blood, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, weight, eye, nail, swollen, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weight, loss, weakness, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, neck, swell, pain, joint, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, neck, swell, weakness, pain, muscle, stiff, joint, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, movement, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, nail, skin, pain, joint, sym15"
Impetigo,"high_fever, skin_rash, red, yellow, skin, fever, nose, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, patch, itch, skin"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, stomach, pain"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, itch, appetite, loss, eye, skin, pain"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, stomach, spot, itch, skin, pain"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, appetite, loss, pain, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, patch, throat, fever, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, history, fever, sputum"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, loss, pain"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, neck, stiff"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, loss, neck, weakness, pain"
Paralysis (brain hemorrhage),"headache, vomiting, body, weakness, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, yellow, itch, urine, weight, loss, skin, fever, pain"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, fever, pain, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, red, spot, itch, appetite, loss, body, skin, fever, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, red, spot, appetite, loss, eye, body, skin, fever, pain, muscle, joint"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, fever, pain, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, yellow, appetite, blood, weight, loss, eye, fever, swell, pain, sputum"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, red, continuous, irritation, throat, loss, eye, fever, swell, pain, muscle, nose, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, fever, pain, sputum"
Dimorphic hemmorhoids(piles),"constipation, irritation, blood, movement, pain, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, blood, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, weight, eye, nail, swollen, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weight, loss, weakness, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, neck, swell, pain, joint, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, neck, swell, weakness, pain, muscle, stiff, joint, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, movement, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, nail, skin, pain, joint, sym15"
Impetigo,"high_fever, skin_rash, red, yellow, skin, fever, nose, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, patch, itch, skin"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, stomach, pain"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, itch, appetite, loss, eye, skin, pain"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, stomach, spot, itch, skin, pain"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, appetite, loss, pain, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, patch, throat, fever, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, history, fever, sputum"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, loss, pain"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, neck, stiff"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, loss, neck, weakness, pain"
Paralysis (brain hemorrhage),"headache, vomiting, body, weakness, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, yellow, itch, urine, weight, loss, skin, fever, pain"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, fever, pain, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, red, spot, itch, appetite, loss, body, skin, fever, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, red, spot, appetite, loss, eye, body, skin, fever, pain, muscle, joint"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, fever, pain, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes, yellow, appetite, blood, weight, loss, eye, fever, swell, pain, sputum"
Common Cold,"chest_pain, chills, continuous_sneezing, cough, fatigue, headache, high_fever, malaise, muscle_pain, phlegm, swelled_lymph_nodes, red, continuous, irritation, throat, loss, eye, fever, swell, pain, muscle, nose, sym10"
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating, fever, pain, sputum"
Dimorphic hemmorhoids(piles),"constipation, irritation, blood, movement, pain, sym8"
Heart attack,"breathlessness, chest_pain, sweating, vomiting, pain"
Varicose veins,"fatigue, obesity, blood, swollen, sym4"
Hypothyroidism,"depression, dizziness, fatigue, irritability, lethargy, weight, eye, nail, swollen, sym1, sym11"
Hyperthyroidism,"diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, muscle_weakness, restlessness, sweating, weight_loss, weight, loss, weakness, muscle, sym11"
Hypoglycemia,"blurred_and_distorted_vision, excessive_hunger, fatigue, headache, irritability, nausea, sweating, vomiting, sym5"
Osteoarthristis,"joint_pain, neck_pain, neck, swell, pain, joint, sym9, sym16"
Arthritis,"movement_stiffness, muscle_weakness, stiff_neck, movement, neck, swell, weakness, pain, muscle, stiff, joint, sym16"
(vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, vomiting, loss, movement, sym18"
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash, skin"
Urinary tract infection,"burning_micturition, foul_smell_ofurine, continuous, urine, sym3"
Psoriasis,"joint_pain, skin_rash, nail, skin, pain, joint, sym15"
Impetigo,"high_fever, skin_rash, red, yellow, skin, fever, nose, sym14"
Fungal infection,"dischromic_patches, itching, nodal_skin_eruptions, skin_rash, patch, itch, skin"
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes, continuous, eye"
GERD,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting, stomach, pain"
Chronic cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, itch, appetite, loss, eye, skin, pain"
Drug Reaction,"burning_micturition, itching, skin_rash, spotting_urination, stomach_pain, stomach, spot, itch, skin, pain"
Peptic ulcer diseae,"abdominal_pain, indigestion, loss_of_appetite, vomiting, itch, appetite, loss, pain, sym12"
AIDS,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat, patch, throat, fever, muscle"
Diabetes ,"blurred_and_distorted_vision, excessive_hunger, fatigue, lethargy, obesity, restlessness, weight_loss, appetite, weight, loss, sym7"
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting, eye"
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum, history, fever, sputum"
Hypertension ,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance, loss, pain"
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances, neck, stiff"
Cervical spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs, loss, neck, weakness, pain"
Paralysis (brain hemorrhage),"headache, vomiting, body, weakness, sym19"
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin, yellow, itch, urine, weight, loss, skin, fever, pain"
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting, fever, pain, muscle"
Chicken pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes, red, spot, itch, appetite, loss, body, skin, fever, swell"
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting, red, spot, appetite, loss, eye, body, skin, fever, pain, muscle, joint"
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting, fever, pain, sym17"
hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, fever, pain, muscle, joint"
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, yellowing_of_eyes, yellowish_skin, yellow, itch, urine, appetite, blood, receive, loss, eye, skin, pain, sym13"
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin, yellow, appetite, loss, eye, history, skin"
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, yellow, urine, appetite, loss, eye, skin, pain, joint"
Hepatitis E,"abdominal_pain, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin, stomach, yellow, urine, appetite, loss, eye, skin, fever, pain, joint, sym2"
Alcoholic hepatitis,"abdominal_pain, vomiting, yellowish_skin, stomach, yellow, history, skin, swell, pain, sym6"
